course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
,,,,,,,,,,,,,,," £ 4,050"," £ 1,700",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.0,6.5,6.5,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Approaches to Literary and Visual Culture (HU51001)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You will graduate with a variety of enhanced study and research skills, which will be particularly useful for progression to further academic study such as a PhD.,Our graduates have entered professions in areas such as:",
,,,,,,,,,,,,,,,,,,,,,6.0,6.5,6.5,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RD52001 - Leadership in Professional Practice,RD53001 - Professional Identities in a Changing World,RD51001 - Research Methodologies for Interdisciplinarity,RD62001 - Applied Research Methods as Strategic Tools,RD63001 - Transforming Lives Through Innovation,RD61001 - Critical Review of Literature and Practice,RD63003 - Engagement and Impact,RD60002 - Thesis,RD63004 - Coaching,RD63002 - Practice-based Consultancy Intervention",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A Professional Doctorate will enhance your professional development and enable you to progress as a ‘researching professional’ within your own setting and beyond.,To achieve this, principles of professional learning are integrated throughout the learning and teaching, including:,While you will graduate with a unique range of attributes, fundamentally, this programme aims to create a community of scholars who display ‘doctoral characteristics’ – that is, the qualities and skills associated with doctoral graduates. It is also about preparing you for working in a post-digital world, where 21st century qualities, such as being value-based, reflective and transdisciplinary, are an expectation of professionals.",
,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 4,530",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,6.0,6.0,5.5,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,"
                        £28,455
                      ","
                        £18,900
                      ",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the increased global demand for infertility treatment, there is growing need for high quality laboratory and clinical staff in this area.,Following successful completion of this course, students could apply for a training position in ART, for example in embryology and/or andrology. Alternatively, the course would prepare graduates for undertaking a PhD or applying for a research position. Clinically qualified graduates would gain valuable skills to enable them to specialise in reproductive medicine and assume responsibility within an ART clinic.,There may be an opportunity to have short-term internship positions arranged if you meet certain requirements that demonstrate your suitability and are keen to pursue a career in clinical embryology.,We have strong links with IVF units in Turkey, Norway, India and the UK, which have provided routes into the industry for successful graduates. Three of the units are led by past students of this course who are already on exceptional career trajectories of their own.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Clinical Statistics (GM51010)
          ,
            Fundamental Science in ART (GM51053)
          ,
            Basic Laboratory Skills (GM51071)
          ,
            Running a successful ART laboratory and Clinical Service (GM52035)
          ,
            Clinical Issues and Controversies in ART (GM52036)
          ,
            Advanced Laboratory Skills (GM52040)
          ,
            Research Project (MSc Human Clinical Embryology and Assisted Conception) (GM53009)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Our course is designed to produce confident, intellectual, critical thinkers, with excellent anatomical knowledge and skills, and the ability to solve difficult problems. You should also develop a keen level of ethics and integrity through interaction with our body donors.,Our graduates are largely in the medical or allied professions. Once graduated, you can go on to work as:,You could also work in:",
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Embryology and Developmental Anatomy (CA51002)
          ,
            Human Gross Anatomy 1 (CA51003)
          ,
            Clinical and Surgical Anatomy Topics (CA52001)
          ,
            Neuroanatomy (CA52002)
          ,
            Human Gross Anatomy 2 (CA52003)
          ,
            Human Anatomy Dissertation (CA53001)
          ,
            Anatomical Techniques (CA51001)
          ,
            Rigid Body Mechanics (CA51019)
          ,
            Learning and Teaching in Medical Education (CM50136)
          ",,
,,,,,,,,,,,,,,," £ 18,150","
                        £18,150
                      ",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Directed Reading in Historical Research (HY51018)
          ,
            History Skills & Sources (HY52006)
          ,
            Dissertation (HY52011)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.5,6.5,6.5,6.5,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This course gives you essential skills and expertise to study at PhD level or to work in the creative economy or the heritage industry.,Although most graduates will continue to a PhD, others may continue into professions such as teaching or train for a career in museums or archives.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When you take this course, you will gain a solid foundation for proceeding to doctoral research.,If you wish to use your studies more directly, for example in heritage, museum or archivist work, the job market is competitive, and the MLitt will further your knowledge and understanding of history and develop the advanced research skills necessary to work in these areas.,Many students also enter jobs unrelated to their course of study. This course helps you to develop your written presentation skills, as well as your ability to work independently and plan independent research and study.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            History Skills & Sources (HY52006)
          ,
            MLitt History Dissertation (HY52028)
          ,
            Film Editing: Theory and Practice (EN51038)
          ,
            History of the Book, 1500-1800 (HU52005)
          ,
            Global Empires (HY51027)
          ,
            Interpretations in Scottish History (HY51041)
          ,
            Public History (HY51045)
          ,
            Taught History MLitt Option 2 (HY52025)
          ,
            History & Documentary (HY52029)
          ,
            Documenting Dissent: Power, Protest, and Social Justice in the Twentieth Century (HY52031)
          ",,
,,,,,,,,,,,,,,,,,,,,,6.0,6.5,6.5,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When you take this course, you will gain a solid foundation for proceeding to doctoral research.,If you wish to use your studies more directly, for example in heritage, museum or archivist work, the job market is competitive, and the MLitt will further your knowledge and understanding of history and develop the advanced research skills necessary to work in these areas.,Many students also enter jobs unrelated to their course of study. This course helps you to develop your written presentation skills, as well as your ability to work independently and plan independent research and study.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            History Skills & Sources (HY52006)
          ,
            MLitt History Dissertation (HY52028)
          ,
            Film Editing: Theory and Practice (EN51038)
          ,
            History of the Book, 1500-1800 (HU52005)
          ,
            Global Empires (HY51027)
          ,
            Interpretations in Scottish History (HY51041)
          ,
            Public History (HY51045)
          ,
            Taught History MLitt Option 2 (HY52025)
          ,
            History & Documentary (HY52029)
          ,
            Documenting Dissent: Power, Protest, and Social Justice in the Twentieth Century (HY52031)
          ",,
,,,,,,,,,,,,,,,,,,,,,6.0,6.5,6.5,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 9,075"," £ 3,825",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 2,625"," £ 2,625",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LW51110 - Introduction to Law and Ethics,LW52121 - Introduction to Law and Ethics,LW51102 - Legal Aspects of Healthcare,LW52110 - Legal Aspects of Healthcare,LW51104 - Legal Research Skills,LW52104 - Legal Research Skills,LW50009 - Dissertation,LW51105 - Controversies in Healthcare Law and Ethics,LW52105 - Controversies in Healthcare Law and Ethics,LW51106 - Legal and Ethical Issues Concerning Pharmaceutical Products,LW52106 - Legal and Ethical Issues Concerning Pharmaceutical Products,LW51109 - Treating Children and Vulnerable Adults,LW52109 - Treating Children and Vulnerable Adults",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This course is designed for those already working in a healthcare setting looking to enhance their career opportunities. Current or former students include doctors, nurses, pharmacists, dentists, surgeons, and hospital administrators.,As this is not an undergraduate law degree, completion of the course will not qualify you to practise law.",
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On completion of this course you will have developed the knowledge and skills to enable you to develop as a leader in a changing healthcare landscape.,This course also facilitates the development of graduate, lifelong learning skills (such as critical reflection, critical thinking, problem-solving and the use of evidence-based practice) to enhance your professional and academic skills. This will maximise the opportunities for your career development and progression in healthcare.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PN50143 - Research for Practice,PN50097 - Quality Improvement in Action,PN50107 - Meeting the needs of older people in diverse care settings,PN50115 - Risk and Patient Safety,PN50116 - Microbiology and its Application to Practice,PN50124 - Acute and Critical Care,PN50125 - Current Perspectives in Cardiovascular Disease,PN50128 - Infection Prevention and Control in Practice,PN50141 - Academic Recognition for Professional Learning,PN50142 - Exploring professional practice,PN50144 - Education for Practice,PN50145 - Leadership and Change,PN50149 - Minor Illness Management,PN50154 - Enhancing the Quality of Maternal and Newborn Care,PN50156 - Long Term Conditions,PN50158 - Practical Aspects of Cancer Care,PN50159 - Work Based Skills and Innovative Practice",,
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
